0, 0.081903, 0.0822, 0.081336, 0.0833, 39.226
1, 0.081177, 0.0839, 0.081064, 0.0833, 36.405
2, 0.081030, 0.0805, 0.081025, 0.0833, 35.779
3, 0.081023, 0.0753, 0.081019, 0.0833, 40.405
4, 0.081047, 0.0779, 0.081019, 0.0833, 40.307
5, 0.081034, 0.0616, 0.081019, 0.0833, 38.115
6, 0.081049, 0.0813, 0.081020, 0.0833, 37.582
7, 0.081038, 0.0848, 0.081020, 0.0833, 36.618
8, 0.081037, 0.0839, 0.081019, 0.0833, 36.278
9, 0.081014, 0.0762, 0.081019, 0.0833, 38.370
10, 0.081050, 0.0668, 0.081019, 0.0833, 36.745
11, 0.081037, 0.0616, 0.081019, 0.0833, 35.952
12, 0.081061, 0.0839, 0.081020, 0.0833, 37.974
13, 0.081036, 0.0745, 0.081019, 0.0833, 39.123
14, 0.081025, 0.0788, 0.081021, 0.0833, 37.615
15, 0.081046, 0.0745, 0.081019, 0.0833, 36.751
16, 0.081041, 0.0736, 0.081020, 0.0833, 35.582
17, 0.081050, 0.0659, 0.081019, 0.0833, 35.391
18, 0.081033, 0.0762, 0.081019, 0.0833, 36.094
19, 0.081047, 0.0762, 0.081019, 0.0833, 35.580
20, 0.081035, 0.0762, 0.081020, 0.0833, 35.682
21, 0.081059, 0.0728, 0.081019, 0.0833, 36.513
22, 0.081062, 0.0711, 0.081019, 0.0833, 39.910
23, 0.081037, 0.0762, 0.081019, 0.0833, 39.074
24, 0.081026, 0.0779, 0.081019, 0.0833, 37.051
25, 0.081060, 0.0736, 0.081019, 0.0833, 37.408
26, 0.081041, 0.0728, 0.081019, 0.0833, 36.047
27, 0.081008, 0.0719, 0.081019, 0.0833, 35.521
28, 0.081031, 0.0788, 0.081019, 0.0833, 35.866
29, 0.081033, 0.0771, 0.081019, 0.0833, 35.255
30, 0.081044, 0.0676, 0.081019, 0.0833, 35.991
31, 0.081033, 0.0693, 0.081019, 0.0833, 37.057
32, 0.081016, 0.0685, 0.081019, 0.0833, 38.080
33, 0.081043, 0.0736, 0.081019, 0.0833, 41.594
34, 0.081030, 0.0839, 0.081019, 0.0833, 37.442
35, 0.081041, 0.0539, 0.081019, 0.0833, 36.728
36, 0.081016, 0.0771, 0.081019, 0.0833, 35.742
37, 0.081041, 0.0753, 0.081019, 0.0833, 36.381
38, 0.081064, 0.0745, 0.081019, 0.0833, 36.212
39, 0.081017, 0.0771, 0.081019, 0.0833, 35.662
40, 0.081027, 0.0779, 0.081019, 0.0833, 35.836
41, 0.081015, 0.0788, 0.081019, 0.0833, 39.043
42, 0.081062, 0.0745, 0.081019, 0.0833, 40.699
43, 0.081015, 0.0796, 0.081019, 0.0833, 37.622
44, 0.081050, 0.0736, 0.081019, 0.0833, 36.296
45, 0.081002, 0.0711, 0.081019, 0.0833, 35.688
46, 0.081002, 0.0736, 0.081019, 0.0833, 35.274
47, 0.081014, 0.0788, 0.081019, 0.0833, 35.638
48, 0.081025, 0.0796, 0.081019, 0.0833, 36.031
49, 0.081060, 0.0693, 0.081019, 0.0833, 35.904
50, 0.081024, 0.0830, 0.081019, 0.0833, 36.548
51, 0.081001, 0.0788, 0.081019, 0.0833, 38.557
52, 0.081024, 0.0745, 0.081019, 0.0833, 39.743
53, 0.081023, 0.0788, 0.081019, 0.0833, 36.070
54, 0.081035, 0.0711, 0.081019, 0.0833, 36.315
55, 0.081035, 0.0719, 0.081019, 0.0833, 35.965
56, 0.081047, 0.0685, 0.081019, 0.0833, 35.393
57, 0.081035, 0.0711, 0.081019, 0.0833, 35.884
58, 0.081023, 0.0762, 0.081019, 0.0833, 35.720
59, 0.081046, 0.0796, 0.081019, 0.0833, 35.473
60, 0.081046, 0.0839, 0.081019, 0.0833, 36.145
61, 0.081023, 0.0839, 0.081019, 0.0833, 40.426
62, 0.081034, 0.0839, 0.081019, 0.0833, 38.298
63, 0.081034, 0.0830, 0.081019, 0.0833, 37.227
